accession
GCA_030658255.2
GCA_040947875.1
GCA_043106105.1
GCA_041983765.1
GCA_041983865.1
GCA_043102445.1
GCA_051351515.1
GCA_051350615.1
GCA_044930405.1
GCA_046561175.1
GCA_029772465.1
GCA_965261765.1
GCA_015712105.2
GCA_020011175.1
GCA_003839085.1
GCA_003839255.1
GCA_024127605.1
GCA_024128325.1
GCA_003838685.1
GCA_003840005.1
GCA_003840975.1
GCA_024127635.1
GCA_003632555.1
GCA_003053485.1
GCA_003633055.1
GCA_009914965.1
GCA_024126575.1
GCA_025660775.1
GCA_023805335.1
GCA_003408955.1
GCA_025466035.1
GCA_025466055.1
GCA_021556535.1
GCA_001908925.1
GCA_017941425.1
GCA_051016045.1
GCA_052907265.1
GCA_026625725.1
GCA_025791615.1
GCA_032621685.1
GCA_037975975.1
GCA_036636115.1
GCA_036646715.1
GCA_032469745.1
GCA_032469295.1
GCA_032469705.1
GCA_036541435.1
GCA_036981685.1
GCA_049805595.1
GCA_049807135.1
GCA_049807335.1
GCA_049806175.1
GCA_049806815.1
GCA_049806715.1
GCA_049808295.1
GCA_044538455.1
GCA_036324025.1
GCA_043103915.1
GCA_043102465.1
GCA_043103865.1
GCA_051350675.1
GCA_051348445.1
GCA_051349875.1
GCA_051350595.1
GCA_043086425.1
GCA_045898935.1
GCA_046565265.1
GCA_043102095.1
GCA_003031005.1
GCA_004920405.1
GCA_014236655.1
GCA_003840105.1
GCA_902807215.1
GCA_003837285.1
GCA_003053445.1
GCA_003053465.1
GCA_009916345.1
GCA_024126375.1
GCA_003633515.1
GCA_003629865.1
GCA_002901425.1
GCA_022557355.1
GCA_024128215.1
GCA_024128115.1
GCA_025465945.1
GCA_017620955.1
GCA_051016055.1
GCA_041154335.1
GCA_001534745.1
GCA_017930355.1
GCA_025791255.1
GCA_025792235.1
GCA_015643585.1
GCA_048276355.1
GCA_049166795.1
GCA_037479495.1
GCA_047501685.1
GCA_013403525.1
GCA_042154805.1
GCA_036666695.1
GCA_032469195.1
GCA_032470165.1
GCA_049806915.1
GCA_049807315.1
GCA_049808175.1
GCA_032469545.1
GCA_036541905.1
GCA_049804695.1
GCA_049807375.1
GCA_049804525.1
GCA_049806735.1
GCA_038378025.1
GCA_032621735.1
GCA_043104125.1
GCA_043106925.1
GCA_048068175.1
GCA_048822855.1
GCA_052850745.1
GCA_035783175.1
GCA_041983745.1
GCA_041983795.1
GCA_042017905.1
GCA_032219565.1
GCA_033691355.1
GCA_043084265.1
GCA_051347585.1
GCA_051355665.1
GCA_051352635.1
GCA_043084025.1
GCA_040392585.1
GCA_965215285.1
GCA_017589465.1
GCA_003839785.1
GCA_003839375.1
GCA_009925095.1
GCA_902807105.1
GCA_003837605.1
GCA_003630335.1
GCA_003628945.1
GCA_003633015.1
GCA_006494335.1
GCA_025660795.1
GCA_024127975.1
GCA_011636575.1
GCA_014694325.1
GCA_015461835.1
GCA_015461845.1
GCA_040281505.1
GCA_040438935.1
GCA_051015915.1
GCA_051016075.1
GCA_017922975.1
GCA_021228675.1
GCA_040438915.1
GCA_000688275.1
GCA_025791465.1
GCA_025792175.1
GCA_002979735.1
GCA_036858055.1
GCA_042157325.1
GCA_036635735.1
GCA_036324105.1
GCA_032470145.1
GCA_049806835.1
GCA_036541825.1
GCA_049808115.1
GCA_028910655.1
GCA_037079995.1
GCA_043104335.1
GCA_043106525.1
GCA_048822875.1
GCA_043103425.1
GCA_043106315.1
GCA_051350655.1
GCA_043083945.1
GCA_043081245.1
GCA_051355565.1
GCA_003839865.1
GCA_003840155.1
GCA_024127935.1
GCA_003840835.1
GCA_024127515.1
GCA_003631515.1
GCA_003976335.1
GCA_003837325.1
GCA_024127575.1
GCA_003628985.1
GCA_003629535.1
GCA_003629295.1
GCA_003629595.1
GCA_003630055.1
GCA_017960165.1
GCA_017960185.1
GCA_017960225.1
GCA_017960265.1
GCA_024128195.1
GCA_002835905.1
GCA_000278565.1
GCA_001446935.1
GCA_014700075.1
GCA_025465975.1
GCA_022711915.1
GCA_051016065.1
GCA_051015975.1
GCA_052906875.1
GCA_052907005.1
GCA_052907085.1
GCA_040438945.1
GCA_003836525.1
GCA_025791225.1
GCA_025791355.1
GCA_025791515.1
GCA_002980015.1
GCA_002980195.1
GCA_049166885.1
GCA_037479475.1
GCA_003626995.1
GCA_037479135.1
GCA_025791295.1
GCA_026707805.1
GCA_030523815.1
GCA_036642775.1
GCA_036645015.1
GCA_036651555.1
